,index,link,heading,message
727,28874,/Forum/Appeals/Details/28874,Реквизиты ,"Здравствуйте,по постановлению суда г.Георгиевск ,административный штраф в пользу Управление Роспотребнадзора по СК ,по указанным реквизитам не могу оплатить штраф .Счёт закрыт .Где найти актуальные реквизиты?"
728,28872,/Forum/Appeals/Details/28872,Обращение,"14.09.2021 года, в городе Краснодаре по адресу ул.Красная 124, в пункте выдачи посылок ""СДЭК"" сотрудниками пункта выдачи посылок, было отказано мне в обслуживании и в выдачи посылки, так как я не предъявил им паспорт гражданина РФ, с персональными данными. Взамен паспорта гражданина РФ, мной был предоставлен другой документ, а именно водительское удостоверение (так как в пункте выдачи посылок ""СДЭК"" ведется видеофиксация, и мои персональные данные могли бы попасть в объектив камер видеонаблюдения), я посчитал такой вариант менее опасным для моей безопасности и для безопасности моих персональных данных. Данный инцидент произошёл в промежутке времени с 11:29 по 11:31. Прошу заметить, что двое сотрудников пункта выдачи посылок ""СДЭК"" находились на рабочем месте, в рабочее время, без средств индивидуальной защиты, а именно без медицинских масок. Видеофиксация отказа в обслуживании и отсутствия средств индивидуальной защиты (медицинских масок) осуществлена. Прошу провести проверку по 2 данным фактам."
729,28871,/Forum/Appeals/Details/28871,Возврат денежных средств за не оказанную услугу ,"Добрый день!  03.09 в 12:34 совершила покупку телефона и чехла в магазине Связной в ТЦ елоховский пассаж (Бауманская,32). При проверке чека обнаружила дополнительной строкой консультацию (806652), вернувшись в салон и спросив менеджера про данную услугу, менеджер ответил что это условия акции совместная покупка телефона и аксессуаров. Телефон менеджер не настраивал, только включил и передал его мне для проверки, стекло не клеили. Что легко можно проверить по камерам видеонаблюдения. При звонке в контакт центр Связного подтвердили, что данная услуга не является условием акции совместная покупка и сказали что необходимо оставить претензию через форму обратной связи на сайте и будет осуществлён возврат денежных средств. Однако в ответ на мое обращение пришёл отказ с фразой что услуга была оказана в полном объёме. Прошу Вас помочь в возрасте денежных средств за неоказанную услугу."
730,28869,/Forum/Appeals/Details/28869,Возврат денежных средств за товар,"""21"" июня 2021 года я, Аникеев Дмитрий Юрьевич, приобрел у ИП Третьякова Анна Дмитириевна ИНН 344103783393 в торговой точке по адресу: гор. Волгоград, ул. Шурухина, 100/511 (территория СНТ «Мичуринец») три листа профнастила на сумму 3900,00 (Три тысячи девятьсот) рублей.
        При оплате товара ИП Третьякова А.Д. документы об оплате (товарный чек, квитанцию или другой документ, подтверждающий прием денежных средств за соответствующий товар) не выдала.  
        Приобретенный профнастил не подошел по цвету, о чем я уведомил ИП Третьякова А.Д. в телефонном разговоре и в течении 14 дней привез товар обратно в торговую точку. ИП Третьякова А.Д. товар приняла, но денежные средства возвращать отказалась, заявив, что не вернет деньги, пока не продаст товар. Таким образом, и товар, и денежные средства, уплаченные мною, находятся у ИП Третьякова А.Д. Попытки договориться о возврате денежных средств к результату не приводят. Возвращать денежные средства ИП Третьякова А.Д. не собирается.
        Таким образом, было допущено неприменение в установленных федеральными законами случаях контрольно-кассовой техники, применение контрольно-кассовой техники, которая не соответствует установленным требованиям либо используется с нарушением установленного законодательством Российской Федерации порядка и условий ее регистрации и применения, а равно отказ в выдаче по требованию покупателя (клиента) в случае, предусмотренном федеральным законом, документа (товарного чека, квитанции или другого документа, подтверждающего прием денежных средств за соответствующий товар (работу, услугу),   то есть административное правонарушение предусмотренное п.14.5 Кодекса об административных правонарушениях РФ. 
         Кроме того, допущено нарушение закона о защите прав потребителей.
         С учетом изложенного прошу Вас провести проверку и привлечь к предусмотренной законом ответственности виновных лиц.   
"
731,28867,/Forum/Appeals/Details/28867,Можно ли детям брать в классы домашнюю еду?,"Подскажите, пожалуйста, если отказались от питания в школьной столовой, потому что еда приготовлена невкусно, дети не едят. Они в школу берут с собой домашнюю еду, которая хорошо термически обработана, фрукты, вода, соки. При этом я написала в школу заявление об отказе от питания в столовой с пометкой, что за жизнь и здоровье ответственность возлагаю на себя. Но директор школы запретила приносить еду и есть её, ссылаясь на то, что существуют НПА Роспотребнадзора на запрет ношения еды в школу и употребления её в классе. Учителя запрещают есть детям еду в классе, и в столовую со своим приходить нельзя. Говорят при этом, что все вопросы не к школе, а к Роспотребнадзору.
На днях я прочитала статью от 6 сентября 2021 года по этому вопросу, в которой Брагина И.В. пояснила, что Роспотребнадзор не запрещает приносить в школу еду из дома. Нарушением санитарных правил это не будет.
Это противоречит словам директора.
Поясните, пожалуйста, ещё раз: Кто прав? Можно ли детям брать в классы домашнюю еду и есть её? Почему детям запрещают есть? Где им в таком случае им питаться? Кто потом понесёт ответственность за здоровье моих детей?
"
732,28866,/Forum/Appeals/Details/28866,Регистрация прибывающих в Российскую Федерацию,"Добрый день. Подскажите, пожалуйста, вчера должны были вылететь в Санкт-Петербург из Туниса, были заполнены анкеты на Регистрацию прибывающих в Российскую Федерацию, но в день вылета стало плохо и положили в госпиталь. Что теперь делать с анкетами? Заполнять заново?"
733,28865,/Forum/Appeals/Details/28865,Сотрудник заболел ковид 19,"Добрый день! Работаем в мебельном магазине, у одного сотрудника 14.09 выявили ковид, с 13.09 сотрудник на больничном. Контактных 4 человека. Директор у нас сейчас у нас в больнице. Какие наши действия? "
734,28863,/Forum/Appeals/Details/28863,Несоблюдение в 100% случаев санитарных норм в маршрутах трамвая 49 и 25,"Прошу провести работу по разъяснению правил поведения для кондукторов в условиях эпидемии: носить маску на органах дыхания, проветривание салона, напоминание пассажирам о необходимости ношения маски, закрывающей и рот, и нос, прекращение перевозки пассажиров, не использующих СИЗ.
Ежедневно сталкиваюсь с несоблюдением санитарных норм в маршрутах трамвая 49 и 25. Кондукторы матерятся, если их просишь надеть маску, агрессивно ведут себя. 
Прошу пояснить, каким образом решать эту проблему в пути (вызов полиции?)"
735,28861,/Forum/Appeals/Details/28861,Мошенничество в «Связном»,"13.09.2021 в 19:~ часов я приобретал телефон в «Связной» по ул. Черкасская 15 в ТК «КС» При покупки у меня потребовали паспорт для якобы оформления гарантии, на что мне пришлось согласится так как не чего подозрительного в этом не увидел. Спустя 30 минут продавец Михаил «так указано на бейджики» сказал всё готова! Отдал мне телефон и 8 симкарт в подарок которые оформил на меня и активировал без моего ведома, и без всяких договоров. Чеки он все спрЯтал в коробку с новым телефоном. Дома я обнаружил что я все эти симкарты купил за 300 рублей каждую и по чеку их 9 а не 8 как мне дали. Прошу вас разобраться в данной ситуации так как я не первый кого они обманывают. "
736,28858,/Forum/Appeals/Details/28858,Отказ в возврате некомплектного товара,"Добрый день! Я приобрёл сплит-систему с доставкой и установкой, при доставке супруга проверила внешний вид и подписала акт о приемке. На следующий день в процессе монтажа выяснилось, что внутренний блок не оборудован металлической планкой для крепления к стене ( витринный образец, о чем нигде не было сказано), а также не хватает пары гаек крепления медных трубок. В тот же день написал заявление о возврате товара и оплаты установки, плюс возврат за счёт магазина. Магазин отклонил заявление, ссылаясь на статью 18 пункт 6. Насколько это правомерно, ведь в процессе приемки невозможно знать полную комплектацию "
737,28857,/Forum/Appeals/Details/28857,Правила продажи хлебо-булочных изделий,Здравствуйте. В сети пекарен выпечка лежит на прилавке ничем не прикрытая. Соответствует ли это санитарным нормам? 
738,28856,/Forum/Appeals/Details/28856,Прошу оказать содействие,"Добрый день. являюсь собственником домовладения по адресу: Всеволожский район, ГП Кузьмоловский, мкрн Надежда, улица подгорная дом 1.
В настоящее время по соседству со мной построен ЖК Горки парк. Его адрес: деревня Энколово, Бугровское сельское поселение, Всеволожский район, ЖК Горки Парк. Управление этого ЖК, соорудило незаконную площадку по сбору бытового и строительного мусора на своей парковке. то есть она официально у них запланирована как парковка, но в настоящее время это площадка по сбору мусора.  на площадке размещается ПУХТО на 20 кубических метров, большой контейнер для сбора бытовых отходов и несколько маленьких контейнеров. площадка для сбора отходов устроена без соблюдения санитарных норм. не огорожена, не имеет покрытия в виде крыши. контейнеры стоят как попало. не зарегистрирована должным образом. но самое печальное, что до входа в мой дом менее 10 метров. в настоящее время замечены крысы и прочая антисанитария, что нарушает мое право на спокойную и достойную жизнь без болезней и вредителей, в виде крыс, тараканов, плесени и прочих неприятностей. в виду того, что площадка никак не огорожена и находится прямо у моего крыльца, распространяется гнилостный запах, от которого никак не избавиться. лужи от протечек контейнеров не убираются и привлекают вредителей. во время вывоза отходов, из помойки летит мусор и вредоносная пыль, которая застилает мой участок.
Прошу учесть тот факт, что кадастровый номер на дом, был получен 16.01.2014 (47:07:0509001). то есть при организации своего генплана, застройщик должен был предусмотреть наличие жилой зоны и частных домов поблизости. собственно, мы видим, что застройщик организовал парковку на месте, которое я озвучиваю и к которой нет никаких претензий. как только в дома начали заселяться люди, управляющая компания обустроила помойку на парковке, тем самым нарушив мои права и права моей семьи. 
помойка расположена на парковке по следующим координатам жК Горки Парк близ дома по улице Победы, 4. координаты 60.116193, 30.466213 (это энколово, не кузьмолово)
прошу посодействовать в том, чтобы помойка организованная управляющей компанией ООО «УК «Ресурсосбережение» была ликвидирована и перенесена в соответствии с требованиями санитарных норм
Адрес местонахождения управляющей компании: г.Санкт-Петербург, Дибуновская ул, д. 22 пом. 6-Н лит. А
Почтовый адрес: 197183, г. Санкт-Петербург, ул. Дибуновская, д. 22, лит. А, пом. 6-Н.
Телефон: +7 ( 812) 385-51-95 (диспетчер)
Электронная почта: ukrsb@bk.ru)
ответ прошу прислать на мой рабочий почтовый ящик ZAA@LGT.RU. для выяснения деталей, или для уточнения подробностей, прошу связаться со мной по телефону +7-950-032-22-76 .
Спасибо
"
739,28855,/Forum/Appeals/Details/28855,Антисанитария в пекарне,Хочу обратить внимание соответствующих служб на полную антисанитария в цехе Алексеевской пекарни приготовления выпечки и салатов для розничной торговли в кафе на ул. Интернационалистов 16! Находится внутри надо в резиновых сапогах! Работают без перчаток и масок! На работу не оформляют и допускают без мед. Книжки! 
740,28854,/Forum/Appeals/Details/28854,Продажа в магазине города курительных устройств и смесей детям,"Здравствуйте. В августе этого года в магазине Paw Paw Hookah market по адресу Восточная , 162 произошла беседа детей возраста 10 лет с продавцом магазина, в результате которой, детей убедили в безвредности курительных смесей. В этот же день дети приобрели курительные устройства(3 шт) Btusko и курительные жидкости.  Прошу оказать влияние на сотрудников и хозяина магазина, чтоб впредь таких случаев не происходило и с моими детьми и с другими."
741,28849,/Forum/Appeals/Details/28849,В ГКБ 20 имени Ерамишанцева во мне оставили марлевый тампон,"На договорной основе я получила платную медицинскую помощь — сопровождение родов в роддоме при ГКБ №20 имени Ерамишанцева. 1. 09.2021 в ходе оказания медицинских услуг я была заверена медицинским персоналом в успешном ходе и результате операции по зашиванию разрывов после родов. 

По прошествии 5 дней после операции меня стали беспокоить тянущие боли во влагалище и ощущение присутствия инородного тела. 06.09.2021 я обнаружила вышедший предмет, напоминающий марлевую прокладку размером примерно 4/4,5 см. 

В срочном порядке обратилась на прием к врачу онлайн, которая подтвердила, что в ходе подобных моей операции такие марлевые прокладки обычно используются, указала на наличие надрывов послеоперационных швов и рекомендовала принимать медикаменты во избежание заражения оперированного участка. 

Считаю, что проводившими операцию лицами допущены нарушения правил оказания медицинской помощи. Прошу Вас провести проверку указанного инцидента и привлечь медицинскую организацию (должностных лиц) к ответственности."
742,28848,/Forum/Appeals/Details/28848,обман при заключении договора,"Заключил договор на ремонт квартиры с ИП Шихов И.А. На сайте шла речь о 12 годах опыта работы . В представленной смете не были учтены ряд работ , в связи с чем договорились что эти работы оплачиваются в размере не более 10% от стоимости всех работ .  Когда подписал договор на основании этой недостоверной информации , отношения со мной резко изменились . Начался срыв сроков , накрутка стоимости дополнительных работ . В результате по их ним же отчётам не освоено более 150000 рублей переданных  в виде аванса . Я понимаю , что деньги не вернуть , но не хочу чтобы другие люди не повелись на его обманы при подписании договоров с ИП Шихов действующей под названием Строй-ремонт43 . Могу ли я подать в суд на ИП Шихов за мошенничество и обман при подписании договора .
  "
743,28846,/Forum/Appeals/Details/28846,возврат средств за некачественный товар на гарантийном обслуживании,"Добрый день! 22.11.22 г в интернет магазине приобретен мультипекарь. Согласно документации, гарантийный срок составляет один год. Товар был сдан на гарантийный ремонт 20.12.2020 г., неисправность была устранена и 13.01.2021 г. товар был выдан покупателю. Повторно товар сдан в магазин с той же самой неисправностью 10.09.2021 г., срок ремонта озвучен сотрудниками как 45 дней. На мой вопрос о возврате средств за данный товар со ссылкой на ст. 18 Закона о защите прав потребителей (невозможность использования товара более чем 30 дней в течение гарантийного года) сотрудники ответили, что 30дневный срок еще не истек. Прошу пояснить, имею ли я право на возврат денежных средств за некачественный товар в данном случае?"
744,28845,/Forum/Appeals/Details/28845,Безопасность пассажиров,"Прошу провести проверку технического состояния транспорта автоколонны г. Суворова (Тульская обл.), осуществляющего междугородние пассажирские перевозки. Микроавтобусы выезжают в рейс в неисправном состоянии, регулярно ломаются, не соответствуют требованиям безопасности. Салоны микроавтобусов постоянно грязные. Всё это приводит к некачественному оказанию услуг, но самое главное - является угрозой жизни и здоровью пассажиров. "
745,28844,/Forum/Appeals/Details/28844,ООО РОССЕТИ ТЮМЕНЬ Не качественное предоставление услуги (низкое напряжение),"Тюменская область с.Перевалово ул.Клеверная. Всей улицей добиваемся, что бы поставили второй трансформатор. Напряжение не хватает, котлы на отопление не справляются, даже микроволновка не греет. Входящая энергия 190 , при должной 380. Обращались в ООО Россети с оффициальным запросом , они отписались что третий квартал 2021 г .Будет второй трансформатор , но ничего по факту не установили. "
746,28843,/Forum/Appeals/Details/28843,Возврат товара,"Здравствуйте. Подскажите, какая гарантия установлена на кожаную сумку?"
747,28842,/Forum/Appeals/Details/28842,Возврат денег за товар ненадлежащего качества,"20.08.2021 в магазине parlux.ru (ИП Патрикеев Евгений Леонидович ОГРН 310774602000656 ИНН: 772765220409) мной была преобретена машинка для стрижки волос для профессионального использования.
21.08.2021 машинку доставили. В процессе эксплуатации выяснилось, что машинка стрижет не качественно и не приемдемо для профессональной. Не простригает волосы.
На следующий день позвонила в магазин с просьбой возврата. Сказали, что возврата не будет, только замена? законно ли это? Ведь с момента покупки прошел 1 день и сразу же обратилоись в магазин.
Сказали нести на диагностику в сервисный центр и в течении10 дней машину проверят. 23.09.2021 машинку сдала. Сегодня уже 13.09.2021 а в СЦ говорят, что ее даже не смотрели и может посмотрят на этой неделе.
В магазине тоже отмахиваются - ждите результат из СЦ.Как вернуть деньги?"
748,28841,/Forum/Appeals/Details/28841,Оказание услуг ненадлежащего качества,"Добрый день! Мною был куплен билет на междугородний автобус Череповец - Белозерск. Все билеты на автобус были проданы, свободных мест не было. Автобус был к рейсу не подготовлен: грязные пачкающие сиденья, чехлы на которых никогда не стирались, стойкий неприятный запах. В результате поездки оказалась испачканная одежда и испорченное настроение. Усильте контроль за соблюдением требований к качеству предоставляемых услуг и их безопасностью."
749,28840,/Forum/Appeals/Details/28840,Возврат денежных средств за абонемент в фитнес-зале,"Добрый день! 
Посещала фитнес-центр в г.Вологде.
24 августа пришла на тренировку, продлила абонемент на сумму 2500 (в стоимость входит услуга тренера на 8 занятий и сам зал ,так же 8 посещений). Тренировка длилась час. После тренировки мне сообщают,что моего тренера уволили. Прошу сделать возврат,так как ходить туда больше не хочу,других тренеров не рассматриваю;на что мне говорят, что возврат не делают. 
На следующий день (25 августа) иду пишу заявление на возврат денежных средств. На сколько знаю,рассмотреть должны в течении 10 дней. Проходит 10 дней,иду в фитнес-зал за объяснением,почему ещё не рассмотрели мое заявление. Ответ прозвучал такой : «Директор рассматривает Ваше заявление». Звоню ну следующий день-ответ такой же. Говорят,что вернут,но когда- неизвестно. 
Писала в чат группы с социальной сети,там вообще наотрез отказываются возвращать деньги. Все скрины посещения в личном кабинете,переписки в чате сохранены.
8 сентября иду туда снова, написала второе заявление уже с копией этого заявления,которую взяла себе. 
И с этого времени никто так не звонил. Подскажите,как дальше действовать в этой ситуации? 
"
750,28839,/Forum/Appeals/Details/28839,Возврат товара,"Здравствуйте. Могу ли я вернуть кнопочный телефон (с момента покупки менее 14 дней, в употреблении не был, не подошёл по габаритам)"
751,28837,/Forum/Appeals/Details/28837,Цпр тест детям ,"Добрый день. Скажите пожалуйста нужно ли сдавать ПЦР тест детям по возвращению из Абхазии. Детям 12 лет и 5 лет.
В школе требуют пцр тест. Нужно ли его сдавать или можно пойти в школу просто со справкой от педиатра. "
752,28834,/Forum/Appeals/Details/28834,Заявление,неправомерные действия Регионгаза
753,28833,/Forum/Appeals/Details/28833,"Додо пицца, шлиссельбург","Прошу проверить эту организацию на соответствие заявленным продуктом(пицца мексиканская), жалобы в компанию пишу не в первый раз, отписываются акциями, результата нет. Сегодня заказали эту пиццу, привезли без соуса, не разрезанную, сомнительно го вида, а стоит это удовольствие 699рублей,а для обычного гражданина по нашей жизни не маленькие деньги, да и выходной испорчен, и это не в первый раз. "
754,28832,/Forum/Appeals/Details/28832,Возврат денежных средств,"Здравствуйте!

Прошу помочь мне в сложившейся ситуации и дать рекомендации по дальнейшим действиям. 
Приобрела товар в интернет-магазине вайлберриз, через 5 дней вернула данный товар через пункт самовывоза.  До сих пор в моем личном кабинете этого магазина, числится, что товар ""доставлен"", статус на ""возврат"" не поменялся. Деньги мне естественно не вернули. 
15 дней назад я оставляла заявку через оператора вайлберриз, с просьбой решить эту проблему и разобраться в чём дело, но по сей день - тишина.  
Несколько дней назад отправила им претензию.  В настоящий момент ни ответа по моей заявке ни ответа по претензии -нет.  Подскажите, пожалуйста, как поступить в этой ситуации? Заранее благодарю за ответ. 
"
755,28830,/Forum/Appeals/Details/28830,Пятёрочка обманует,"В магазине Пятёрочка по адресу Ставропольский край, г.Железноводск, ул.Чапаева дом 31 обманывают в наглую. На витрине томаты только одного вида по цене 62,99 руб., на кассе пробивают Томаты сливовидные красные по цене 99,99 руб., которых в магазине физически нет. Книга жалоб и предложений не ведётся. Прошу проверить магазин и оштрафовать."
756,28829,/Forum/Appeals/Details/28829,Придет в России из Италии,"Здравствуйте, сестра (русская по национальности) прилетит из Италии в Россию в сентябре 2021 года на 1 месяц. 
Она живёт постоянно в Италии и здесь в России регистрации у неё нет, но она будет жить у мамы. Как ей правильно написать в анкете для въезжающих в Россию? 
Там , где написано:УКАЗАТЬ МЕСТО РЕГИСТРАЦИИ?( что в этом пункте писать?) Адрес фактического проживания?

И ещё второй пункт : гражданство. Так как у неё 2 гражданства Российское и Итальянское, что указать ? Сразу 2 или только РФ?"
757,28827,/Forum/Appeals/Details/28827,Интернет магазин LaRedoute ,"Заказала комод в магазине LaRedoute
Пришёл весь в сколах, трещинах, вмятинах и разводах краски. Позвонила в тех поддержку с просьбой о возврате. 
Возврат сделать согласились, но по звонку оператора. Заявку сделала 9.09.21. Сегодня 12.09.21, а с оператором я все никак не могу связаться. Тех поддержка говорит, что они не могут повлиять на работу операторов. Говорят, чтобы я ожидала звонка. Есть какие-то временные правовые нормы ожидания звонков?"
758,28826,/Forum/Appeals/Details/28826,Возврат средств за неисправный товар,"Добрый вечер! 
24 апреля в интернет магазине Связной купила 3d ручку и пластик. Заказ 86551612
Ручка сломалась, 17 мая сдала в ремонт. По закону в течение 45 дней ремонтировали, сами не звонили, в итоге 19 июля сказали, что вернут деньги, ручка неисправна. 
Вот с этого момента я не могу получить деньги. 
В связном говорят, что технические проблемы. Прихожу 4-й раз. 
Во вторник 07.09 ответили из связного, из отдела обращений, что могу придти получить наличными . 
Пришла. Снова проблемы, деньги не возвращают. 
Прошу разобраться, как такое возможно вообще"
759,28825,/Forum/Appeals/Details/28825,Отказ в возврате товара ненадлежащего качества,"Добрый день. Мной были приобретены ботинки в интернет-магазине вайлдбериз , в пункте выдачи я их примерила и оплатила. Дома обнаружила дефект на одном из ботинок, оформила заявку на брак в личном кабинете вайлдбериз.  Вайлдбериз мне отказал в возврате, обосновав тем, что нужно было осматривать в момент получения, ссылаясь на п. 7.2.правил пользования площадкой вайлдбериз.  Считаю, что данный пункт противоречит закону о защите прав потребителей. Прошу провести проверку и дать мне правовую оценку действиям сотрудников вайлдбериз,  а также дать консультацию по дальнейшим моим действиям по возврату товара ненадлежащего качества."
760,28824,/Forum/Appeals/Details/28824,обращение в роспотребнадзор в гугл выйдет левый сайт,"прошу заблокировать мошеннический сайт так как он не является роспотребнадзором и вводит в заблуждение потребителей
https://xn-----6kcabaica9asn6eidlfn7ae4lnf.xn--p1ai/?utm_source=google&utm_medium=cpc&utm_term=%2B%D0%B3%D0%BE%D1%80%D1%8F%D1%87%D0%B0%D1%8F%20%2B%D0%BB%D0%B8%D0%BD%D0%B8%D1%8F%20%2B%D1%80%D0%BE%D1%81%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%BD%D0%B0%D0%B4%D0%B7%D0%BE%D1%80&utm_content=514498183608&utm_campaign=GRospotrebnadzor_msk-mo_srch&roistat_referrer=&roistat_pos=&roistat=google7_g_124808819190_514498183608_%2B%D0%B3%D0%BE%D1%80%D1%8F%D1%87%D0%B0%D1%8F%20%2B%D0%BB%D0%B8%D0%BD%D0%B8%D1%8F%20%2B%D1%80%D0%BE%D1%81%D0%BF%D0%BE%D1%82%D1%80%D0%B5%D0%B1%D0%BD%D0%B0%D0%B4%D0%B7%D0%BE%D1%80&gclid=CjwKCAjwyvaJBhBpEiwA8d38vFItOotjUE0P6CXH7VzgvlmSn-X3iAXVsqQZ6l5Vf76M4yHF3kfaEhoCNbMQAvD_BwE"
761,28822,/Forum/Appeals/Details/28822,Ночной клуб работает до утра,"Здравствуйте. Под окнами жилых домов по адресу ул.Индустриальная 6 открыли клуб .По заявленной информации он должен работать до 00 .00. По факту жители слушают музыку ,крики до 5 утра по выходным.Законно ли это?"
762,28821,/Forum/Appeals/Details/28821,Нужно ли сдавать тест по возвращению из Турции?,Добрый день! Ставили вторую прививку Спутник V 26.04.2021. Возвращаемся из отпуска из Турции 28.10.2021. Нужно ли нам сдавать тест по возвращению в Россию?
763,28819,/Forum/Appeals/Details/28819,Дым от завода,"Прошу провести проверку завода на хатынг юряхском шоссе, который дымит круглые сутки, отравляя город Якутск."
764,28818,/Forum/Appeals/Details/28818,Несоблюдение мер по профилактике короновирусной инфекции,"Сегодня 11.09.2021 я обслуживалась в магазине ""Магнит"" по ул.Курортная, продавец на кассе обслуживала покупателей без маски , к тому же кашляла на покупателей. В ОЧЕРЕДИ СТОЯЛИ И ДЕТИ И ВЗРОСЛЫЕ. Чем подвергала опасности находящихся вблизи людей."
765,28816,/Forum/Appeals/Details/28816,Не вывозят мусор,"Не вывозят мусор по адресу Республика марий эл, Медведевский район, пос. Знаменский, ул. Победы между 6 и 8 домами. Полная антисанитария, вероятно появление крыс и других живностей"
766,28814,/Forum/Appeals/Details/28814,"Отравления сотрудников и отсутствие контроля качества на теплоходе ""Леонид Соболев""","Работники теплохода ""Леонид Соболев"" попросили меня сообщить о проблемах с отравлениями сотрудников, отсутствием контроля качества питания, халатностью, и превышением должностных полномочий руководителей теплохода. Работники теплохода, желающие остаться анонимными, передали:

""На теплоходе Леонид Соболев компании Водоход травят работников. Отравления происходят регулярно с мая месяца. Еда постоянно несвежая. Посуду моют отвратительно. Последнее отравление было 22го августа. Предидущие 4-5 августа, в июле, в июне... Все подтверждения зафиксированы у врача и другими способами. Половина лежит под уколами антибиотиками, но всех заставляют работать. Работникам запрещают жаловаться, оскорбляют, стирают сообщения в соц.сетях запугивают увольнениями. Никаких анализов, мер очистки, по изменениям ситуации принято не было. Была выявлена кишечная палочка, но в качестве помощи было посоветовано пропить Энтеросгель, который стоит денег, и не продаётся на островах. При этом, все чаевые уходят капитану и не распределяются между работниками. Повар один и тот же. Еда ужасная, готовят невкусно. Повар бывший мясник. Салаты не свежие, горькие, в них кидается все, что под руку попадет, также как и в супы. Холодильника на кампусе нет. Часто дают вчерашнюю или позапоза...вчерашнюю еду даже не предупреждая об этом. Круиз директор относится по хамски, рассказывая сказки про то, что отравления бывают из-за чего угодно, и что мы сами приносим заразу и не моем руки...
Те, кто питаются в ресторане переедают, оставшуюся еду выбрасывают и не дают остальным, которые питаются в кампусе, недоедают и не знают уже где доставать и как покупать еду.
Персонал меняется как перчатки, и все настолько запуганы, что могут даже не признаться.
Пожалуйста, предпримите меры. Мы не хотим за нищенские зарплаты заработать еще и гастрит. Мы не стали бы жаловаться, если бы перед нами хотя бы извинились или проявили сочувствие. Это варварское отношение к людям, и бесстыжая жадность""

Руководитель теплохода (круиз директор) - Алеся Евгеньевна Муфтий, теплоход сейчас находится недалеко от Санкт-Петербурга."
